ast,end,mic,neu,oli,opc,neu dom,EOAD,LOAD,PS1,3repeatTAU,4repeatTAU,DLB,TDP43A,TDP43C,PD-PPMI,PD,FTD,ALS
0.016642223922807,0.034875601414406,0.015768431964267,0.019062807515727,0.024644955109648,0.01508865792201,0.178124001238156,-0.865192288083043,-0.31730561426477,-0.621295663388313,-0.638960644801161,-0.634703998217454,-0.377264200771667,-0.498633342217459,-0.365555907738296,-0.043320802055141,0.091085773977639,-0.273103498573623,-0.426233988450572
0.005519042744323,0.007245805394052,0.015311607252134,0.01409831748211,0.013926687596697,0.008804618792849,0.277483537714991,-0.376879735065659,-0.053779788000622,-0.325720186855945,-0.27242115605347,-0.212499964051293,-0.186891922716952,-0.202970602369594,-0.040466163416324,-0.066167344244074,-0.058675913570808,-0.124445755185371,-0.199697937986125
0.02363420904636,0.026197534804852,0.040214620091959,0.033718563108778,0.037030952323052,0.020952743423119,0.227781865247772,-1.39308438898218,-0.598064453730162,-1.08442687257714,-1.3727633779512,-0.99106314671721,-0.46782093783031,-1.03918119114037,-0.667280999593878,-0.12321664718075,0.083273737207168,-0.946609927442655,-0.101219554748562
0.031783798688573,0.02585229618632,0.041380511020909,0.022385667100881,0.04208427640251,0.005396867318223,0.152805535644587,-1.38241540923604,-0.419311969524737,-1.02242092175125,-1.11837046069928,-0.718179470170323,-0.352916485906997,-0.870158000008432,-0.267263468589411,-0.232056042362324,-0.00579697498744,-0.603513253557347,-0.217256643211049
0.062752836274819,0.07038527562055,0.15408757991093,0.073878447346651,0.107298694958379,0.044262627162807,0.168369721531595,-4.3553832384601,-2.25308612241644,-2.50985242672542,-5.26848731659684,-3.05284437724397,-1.51553760757964,-4.04284361905321,-3.30256236855287,-0.387197045606393,0.313099093735752,-2.42717311032209,0.339690363241922
0.124226090520092,0.074884250151053,0.12383670173585,0.081616720332247,0.107693110928493,0.009377443514341,0.185485128132505,-4.27229092673459,-1.94986477206276,-2.5621138175017,-4.8425376412726,-2.50085216528387,-1.21621890418743,-3.85593484295986,-1.55942542847576,-0.8685402246664,0.153972048819096,-1.58549651509189,0.416368685091083
0.028017427208562,0.050395705811737,0.032036663624887,0.03687388360383,0.045518338105353,0.03133748905916,0.196864796976377,-1.95335983334842,-0.677906326393747,-1.4363388691305,-1.58257263826506,-1.20206400926917,-0.65464454286608,-1.30782915248196,-0.631240342966936,0.007937796525927,0.085946699101581,-0.526982410654257,0.03476866206047
0.021466714046363,0.013421660346083,0.040768284711849,0.020024874094956,0.03045180232082,0.004558335373574,0.180947444709935,-1.0451039280764,-0.3168112363669,-0.802107974039051,-0.829385858783298,-0.533441284843018,-0.307477372385784,-0.672932287105738,-0.07327462982386,0.099852156290239,0.031071336624773,-0.346303914745194,0.032307182093369
0.009938279336195,0.132826180332544,0.081322566440765,0.082723086177722,0.13810600747032,0.082355055633712,0.186083549080304,-5.09237250771074,-2.26426984420916,-3.11883588822363,-5.44602649425474,-3.34658001991444,-1.6061025207736,-4.33353035099781,-2.73446707005336,-0.624299818954347,0.089294831016706,-0.840333365323424,0.761168356204675
0.14665109584244,0.048061518424962,0.132857102435483,0.082241181185818,0.06540669332126,0.034181631472763,0.192531038155377,-4.81500296756967,-1.7075709720148,-2.93359441254638,-4.90297675959004,-2.91556396387315,-1.20920148230856,-3.94366764250777,-0.823187888779392,0.238234707243577,0.718561770613082,-1.41906739881565,-0.292561928700876
0.034208123131387,0.050233386052299,0.04353636397445,0.029797566253472,0.026775781426536,0.020430657964161,0.170092663092572,-1.73908556216614,-0.661223941300218,-1.22745061780053,-1.7720963256952,-1.2105203738774,-0.675591462222776,-1.19845373768018,-0.764134786106588,0.12701875577887,-0.345781776286392,-0.904799972230098,0.158614790393597
0.019219000243715,0.009912801847436,0.035211592686956,0.030262735622734,0.027934776246773,0.00414987097613,0.313837499909176,-1.00146983356143,-0.285741011259513,-0.791238821666831,-0.865245009199358,-0.376189509890257,-0.141465878169234,-0.626162129937886,-0.024711087634912,-0.241037401667899,-0.200115275465298,-0.320936301139469,-0.063183462945465
0.033678225021822,0.056329700221566,0.046641474381155,0.039999940078683,0.049126902600158,0.0230070912323,0.191585831690779,-2.01472202831221,-0.721754697352724,-1.43171378403234,-1.98974438035865,-1.23582384428161,-0.576724643890337,-1.54436385218561,-0.842219375579984,-0.464768429753027,-0.133884574495918,-0.853925876963428,0.010470648512731
0.014220842545981,0.010063180072146,0.055535053318438,0.020289447406426,0.031878831073566,0.002665039567783,0.177412772349327,-0.98211113971461,-0.246006418361818,-0.696489441193354,-0.805997678827407,-0.483520618802076,-0.127357052550107,-0.722351915319849,-0.005456648712033,-0.374893525612616,0.099539162662772,-0.406766938904005,-0.023701064141755
0.056517174683976,0.103355829555846,0.118176862286813,0.094712067827995,0.08782040157106,0.053321199737484,0.225939874962423,-4.28862348078916,-1.9821644469473,-2.01477801290307,-5.56700972640447,-3.08611019868031,-1.11912931284417,-3.51516973686736,-3.59628694788796,0.134009725948084,0.310155233341273,-2.08019484145425,0.250279353587289
0.091369384738038,0.064438678708154,0.170378549445441,0.070642798312635,0.073012077963432,0.012095402096444,0.171757386073045,-3.54341224794828,-1.2521736167195,-1.9128210457003,-4.23289493929369,-2.28192586350197,-0.533655937833743,-3.27530916208307,-1.32435159763291,-0.0946587970792,0.35594127946684,-1.5588550094653,-0.398054827386742
0.030509238450209,0.040014722916367,0.019985419485822,0.018779609552213,0.031962977522592,0.012795921609163,0.138832323102009,-1.47773798247769,-0.620309674208707,-1.00731400152047,-1.11197333455873,-0.822441631073606,-0.446252590441837,-0.99547902413524,-0.771624730382016,0.168775242513148,-0.067756697676135,-0.082480828121784,-0.208040216566996
0.018920078207227,0.015053548612049,0.019269654479074,0.011908841261907,0.026554973974712,0.006428767041818,0.138110315562316,-0.803938106794582,-0.345817749708454,-0.577737170868121,-0.498987410253138,-0.283679893757524,-0.163882731919612,-0.447215392454328,-0.065351011582902,0.06159436145107,0.016923083032835,-0.006342978470536,-0.043364872280128
